year,geo_name,geo,soc_name,soc,sex_name,sex,num_ppl,num_ppl_moe,avg_wage_ft,avg_wage_ft_moe
2014,"United States","01000US","Credit counselors & loan officers","132070","Male","1",137025,4030.22,88650.8,1901.24
2014,"United States","01000US","Credit counselors & loan officers","132070","Female","2",169480,3631.28,56491.8,876.886
2014,"United States","01000US","Tax examiners & collectors, & revenue agents","132081","Male","1",20828,1300.43,69472.6,1973.93
2014,"United States","01000US","Tax examiners & collectors, & revenue agents","132081","Female","2",36908,1683.3,51477.4,1546.02
2014,"United States","01000US","Tax preparers","132082","Male","1",31230,1635.5,81147.9,6046.63
2014,"United States","01000US","Tax preparers","132082","Female","2",52053,1974.97,44599.4,2098.18
2014,"United States","01000US","Other financial specialists","132099","Male","1",29743,1659.16,129921.0,6911.75
2014,"United States","01000US","Other financial specialists","132099","Female","2",38077,1862.63,62489.5,2854.99
2014,"United States","01000US","Computer & information research scientists","151111","Male","1",10973,913.25,104914.0,4810.36
2014,"United States","01000US","Computer & information research scientists","151111","Female","2",3854,582.371,87121.0,7207.46
2014,"United States","01000US","Computer systems analysts","151121","Male","1",301371,4893.48,91126.5,990.495
2014,"United States","01000US","Computer systems analysts","151121","Female","2",177862,3753.84,73740.7,983.741
2014,"United States","01000US","Information security analysts","151122","Male","1",41827,2141.87,91225.1,1845.96
2014,"United States","01000US","Information security analysts","151122","Female","2",12377,1057.63,76160.9,3081.23
2014,"United States","01000US","Computer programmers","151131","Male","1",338509,4325.49,85303.0,831.617
2014,"United States","01000US","Computer programmers","151131","Female","2",97552,2730.46,76480.7,964.244
2014,"United States","01000US","Web developers","151134","Male","1",99667,3024.6,66444.6,1357.29
2014,"United States","01000US","Web developers","151134","Female","2",53598,2043.55,60114.8,2423.03
2014,"United States","01000US","Database administrators","151141","Male","1",67341,2300.03,87919.4,1470.46
2014,"United States","01000US","Database administrators","151141","Female","2",42132,1647.91,67646.3,1902.61
2014,"United States","01000US","Network & computer systems administrators","151142","Male","1",178323,3916.19,73073.4,748.677
2014,"United States","01000US","Network & computer systems administrators","151142","Female","2",42245,1626.21,66958.1,1746.41
2014,"United States","01000US","Computer network architects","151143","Male","1",88448,3059.05,98288.9,1221.14
2014,"United States","01000US","Computer network architects","151143","Female","2",9358,1030.6,89691.8,3896.37
2014,"United States","01000US","Computer support specialists","151150","Male","1",390381,6150.52,61454.5,604.143
2014,"United States","01000US","Computer support specialists","151150","Female","2",148590,3647.82,55212.6,701.278
2014,"United States","01000US","Other Computer Occupations","151199","Male","1",299614,5231.77,74519.5,904.005
2014,"United States","01000US","Other Computer Occupations","151199","Female","2",90961,2600.68,69656.1,1230.92
2014,"United States","01000US","Actuaries","152011","Male","1",16454,1234.12,156336.0,7769.72
2014,"United States","01000US","Actuaries","152011","Female","2",9152,855.097,113799.0,8932.94
2014,"United States","01000US","Operations research analysts","152031","Male","1",70271,2303.44,90399.1,2005.37
2014,"United States","01000US","Operations research analysts","152031","Female","2",63505,2235.53,74698.2,1156.1
2014,"United States","01000US","Architects, except naval","171010","Male","1",113451,2986.97,89501.4,1747.94
2014,"United States","01000US","Architects, except naval","171010","Female","2",38854,1805.15,66244.2,2875.91
2014,"United States","01000US","Surveyors, cartographers, & photogrammetrists","171020","Male","1",28121,1687.85,61507.8,1630.19
2014,"United States","01000US","Surveyors, cartographers, & photogrammetrists","171020","Female","2",7875,776.681,56862.7,4245.96
2014,"United States","01000US","Aerospace engineers","172011","Male","1",113311,2991.09,104939.0,1278.95
2014,"United States","01000US","Aerospace engineers","172011","Female","2",15868,1191.94,89523.3,3166.38
2014,"United States","01000US","Chemical engineers","172041","Male","1",47087,1789.53,106253.0,2249.43
2014,"United States","01000US","Chemical engineers","172041","Female","2",8637,956.016,90481.2,5235.17
2014,"United States","01000US","Civil engineers","172051","Male","1",256281,5270.59,91445.2,1070.83
2014,"United States","01000US","Civil engineers","172051","Female","2",38209,1671.16,77764.6,2769.5
2014,"United States","01000US","Computer hardware engineers","172061","Male","1",47827,1867.46,98634.1,2549.58
2014,"United States","01000US","Computer hardware engineers","172061","Female","2",8907,948.872,83344.2,3725.25
2014,"United States","01000US","Electrical & electronics engineers","172070","Male","1",193880,4305.82,98556.2,1052.6
2014,"United States","01000US","Electrical & electronics engineers","172070","Female","2",18855,1150.19,85053.0,2765.4
2014,"United States","01000US","Environmental engineers","172081","Male","1",22479,1499.19,86422.2,2727.79
2014,"United States","01000US","Environmental engineers","172081","Female","2",6674,788.696,74992.9,3801.97
2014,"United States","01000US","Industrial engineers, including health & safety","172110","Male","1",140717,2861.21,82241.3,954.209
2014,"United States","01000US","Industrial engineers, including health & safety","172110","Female","2",35306,1857.13,74128.6,2158.54
2014,"United States","01000US","Marine engineers & naval architects","172121","Male","1",10804,836.004,87127.1,2511.19
2014,"United States","01000US","Marine engineers & naval architects","172121","Female","2",1364,341.862,71373.6,9544.23
2014,"United States","01000US","Materials engineers","172131","Male","1",28347,1445.97,85517.8,2768.89
2014,"United States","01000US","Materials engineers","172131","Female","2",4288,605.31,74880.2,6109.61
2014,"United States","01000US","Mechanical engineers","172141","Male","1",202901,4672.71,83218.9,799.7
2014,"United States","01000US","Mechanical engineers","172141","Female","2",16522,1179.14,73831.4,2766.43
2014,"United States","01000US","Drafters","173010","Male","1",124559,3378.89,56785.4,857.288
2014,"United States","01000US","Drafters","173010","Female","2",28830,1457.89,46946.7,1358.27
2014,"United States","01000US","Engineering technicians, except drafters","173020","Male","1",333583,5270.87,60094.6,449.056
2014,"United States","01000US","Engineering technicians, except drafters","173020","Female","2",77330,2134.62,47310.8,920.72
2014,"United States","01000US","Surveying & mapping technicians","173031","Male","1",55165,1841.91,53575.9,1356.53
2014,"United States","01000US","Surveying & mapping technicians","173031","Female","2",6694,806.633,42469.3,2448.37
2014,"United States","01000US","Agricultural & food scientists","191010","Male","1",18985,1318.17,70490.2,4105.69
2014,"United States","01000US","Agricultural & food scientists","191010","Female","2",8012,786.198,56955.7,4178.2
2014,"United States","01000US","Biological scientists","191020","Male","1",38217,1720.66,67766.1,1948.24
2014,"United States","01000US","Biological scientists","191020","Female","2",34900,1969.91,61367.5,1475.02
2014,"United States","01000US","Conservation scientists & foresters","191030","Male","1",17723,1002.69,61877.9,1814.19
2014,"United States","01000US","Conservation scientists & foresters","191030","Female","2",4591,512.347,55836.1,2974.67
2014,"United States","01000US","Astronomers & physicists","192010","Male","1",9516,832.755,100937.0,5597.87
2014,"United States","01000US","Astronomers & physicists","192010","Female","2",2221,431.995,88761.9,9301.56
2014,"United States","01000US","Atmospheric & space scientists","192021","Male","1",9467,893.622,78792.9,4902.34
2014,"United States","01000US","Atmospheric & space scientists","192021","Female","2",2290,431.36,72325.6,9973.63
2014,"United States","01000US","Chemists & materials scientists","192030","Male","1",50027,2037.05,82586.9,2002.12
2014,"United States","01000US","Chemists & materials scientists","192030","Female","2",32730,1310.32,68324.5,1915.38
2014,"United States","01000US","Environmental scientists & geoscientists","192040","Male","1",48518,2008.92,101480.0,3476.95
2014,"United States","01000US","Environmental scientists & geoscientists","192040","Female","2",22058,1294.95,71292.4,3104.9
2014,"United States","01000US","Other Physical Scientists","192099","Male","1",117105,3270.17,91052.2,1743.2
2014,"United States","01000US","Other Physical Scientists","192099","Female","2",78881,2427.79,70276.6,1549.68
2014,"United States","01000US","Economists","193011","Male","1",16817,1072.3,138522.0,6931.47
2014,"United States","01000US","Economists","193011","Female","2",8007,856.921,104185.0,6287.35
2014,"United States","01000US","Psychologists","193030","Male","1",45043,1929.67,85293.5,2229.75
2014,"United States","01000US","Psychologists","193030","Female","2",101695,2607.15,67047.0,1195.49
2014,"United States","01000US","Urban & regional planners","193051","Male","1",12369,906.484,82747.5,3873.3
2014,"United States","01000US","Urban & regional planners","193051","Female","2",8707,825.743,68754.0,2880.23
2014,"United States","01000US","Agricultural & food science technicians","194011","Male","1",18630,1238.89,47396.9,2418.97
2014,"United States","01000US","Agricultural & food science technicians","194011","Female","2",13170,1127.09,44345.8,3943.89
2014,"United States","01000US","Biological technicians","194021","Male","1",12864,1202.43,51758.0,3675.64
2014,"United States","01000US","Biological technicians","194021","Female","2",9181,943.121,47874.0,3263.51
2014,"United States","01000US","Counselors","211010","Male","1",199174,4883.06,47231.5,637.682
2014,"United States","01000US","Counselors","211010","Female","2",470879,5819.03,46179.1,363.732
2014,"United States","01000US","Social workers","211020","Male","1",150593,3517.39,48968.0,687.958
2014,"United States","01000US","Social workers","211020","Female","2",628397,6885.86,45556.0,265.465
2014,"United States","01000US","Probation officers & correctional treatment specialists","211092","Male","1",43699,1818.97,53792.5,1223.81
2014,"United States","01000US","Probation officers & correctional treatment specialists","211092","Female","2",47611,2226.17,49906.1,1165.81
2014,"United States","01000US","Social & human service assistants","211093","Male","1",34963,1660.56,42878.0,1856.11
2014,"United States","01000US","Social & human service assistants","211093","Female","2",111324,3453.49,37675.7,720.401
2014,"United States","01000US","Clergy","212011","Male","1",353755,5869.44,48796.6,463.497
2014,"United States","01000US","Clergy","212011","Female","2",77710,2379.73,41802.0,1288.08
2014,"United States","01000US","Directors, religious activities & education","212021","Male","1",20943,1301.96,52563.6,2331.63
2014,"United States","01000US","Directors, religious activities & education","212021","Female","2",34680,1568.65,41066.2,1298.59
2014,"United States","01000US","Religious workers, all other","212099","Male","1",32802,1587.03,43832.2,1506.78
2014,"United States","01000US","Religious workers, all other","212099","Female","2",46149,2450.72,36655.6,1203.23
2014,"United States","01000US","Judicial law clerks","231012","Male","1",8050,806.748,85328.0,10183.5
2014,"United States","01000US","Judicial law clerks","231012","Female","2",9861,739.17,59300.9,5106.02
2014,"United States","01000US","Paralegals & legal assistants","232011","Male","1",58511,2494.36,62146.3,2900.67
2014,"United States","01000US","Paralegals & legal assistants","232011","Female","2",319830,4561.71,51134.3,530.67
2014,"United States","01000US","Miscellaneous legal support workers","232090","Male","1",47563,1824.96,77742.3,3432.76
2014,"United States","01000US","Miscellaneous legal support workers","232090","Female","2",131007,3400.97,52812.5,1248.07
2014,"United States","01000US","Postsecondary teachers","251000","Male","1",723265,8623.13,81046.3,829.328
2014,"United States","01000US","Postsecondary teachers","251000","Female","2",702465,7775.33,62177.6,587.956
2014,"United States","01000US","Preschool & kindergarten teachers","252010","Male","1",13501,1222.82,36926.7,3244.46
2014,"United States","01000US","Preschool & kindergarten teachers","252010","Female","2",542640,7197.73,28765.5,279.531
2014,"United States","01000US","Elementary & middle school teachers","252020","Male","1",713504,9161.24,56449.0,275.419
2014,"United States","01000US","Elementary & middle school teachers","252020","Female","2",2740999,20393.0,50609.4,113.097
2014,"United States","01000US","Secondary school teachers","252030","Male","1",328104,5207.83,57604.6,477.993
2014,"United States","01000US","Secondary school teachers","252030","Female","2",452055,6593.2,52808.8,315.801
2014,"United States","01000US","Special education teachers","252050","Male","1",36441,2094.68,51223.6,1826.55
2014,"United States","01000US","Special education teachers","252050","Female","2",211584,4280.73,48416.5,522.975
2014,"United States","01000US","Other teachers & instructors","253000","Male","1",306377,5302.52,57280.1,900.045
2014,"United States","01000US","Other teachers & instructors","253000","Female","2",448453,6045.1,42086.8,498.193
2014,"United States","01000US","Archivists, curators, & museum technicians","254010","Male","1",16833,972.693,63960.4,2668.47
2014,"United States","01000US","Archivists, curators, & museum technicians","254010","Female","2",28445,1377.7,50487.2,1702.69
2014,"United States","01000US","Librarians","254021","Male","1",28816,1532.09,58093.9,1451.51
2014,"United States","01000US","Librarians","254021","Female","2",143905,3165.7,51237.0,487.949
2014,"United States","01000US","Library technicians","254031","Male","1",14171,987.56,40799.7,2384.86
2014,"United States","01000US","Library technicians","254031","Female","2",40609,1758.21,31943.0,1354.95
2014,"United States","01000US","Teacher assistants","259041","Male","1",104239,2908.12,29982.8,961.95
2014,"United States","01000US","Teacher assistants","259041","Female","2",888938,7522.67,22667.5,215.393
2014,"United States","01000US","Artists & related workers","271010","Male","1",65896,2555.65,69391.2,2060.0
2014,"United States","01000US","Artists & related workers","271010","Female","2",42905,1869.33,53678.9,2139.75
2014,"United States","01000US","Designers","271020","Male","1",317669,4803.01,65628.0,920.005
2014,"United States","01000US","Designers","271020","Female","2",337342,4264.91,49717.8,658.835
2014,"United States","01000US","Actors","272011","Male","1",14476,1274.05,62366.3,8332.6
2014,"United States","01000US","Actors","272011","Female","2",11390,1094.05,52188.5,9109.93
2014,"United States","01000US","Producers & directors","272012","Male","1",81171,2626.18,84916.5,2231.64
2014,"United States","01000US","Producers & directors","272012","Female","2",51622,2026.21,73138.7,2630.74
2014,"United States","01000US","Athletes, coaches, umpires, & related workers","272020","Male","1",154105,3649.34,65207.1,2643.89
2014,"United States","01000US","Athletes, coaches, umpires, & related workers","272020","Female","2",93163,2591.08,41359.8,2070.55
2014,"United States","01000US","Dancers & choreographers","272030","Male","1",2743,546.059,52932.3,19172.7
2014,"United States","01000US","Dancers & choreographers","272030","Female","2",14028,1230.7,34851.7,3907.41
2014,"United States","01000US","Musicians, singers, & related workers","272040","Male","1",81664,2757.94,57814.4,3473.26
2014,"United States","01000US","Musicians, singers, & related workers","272040","Female","2",52255,2111.99,45461.7,3183.37
2014,"United States","01000US","Entertainers & performers, sports & related workers, all other","272099","Male","1",15101,1117.23,59490.2,5564.31
2014,"United States","01000US","Entertainers & performers, sports & related workers, all other","272099","Female","2",12951,1186.55,44268.2,5929.31
2014,"United States","01000US","Announcers","273010","Male","1",31993,1718.68,70459.9,5355.92
2014,"United States","01000US","Announcers","273010","Female","2",8808,932.82,56225.0,8667.1
2014,"United States","01000US","News analysts, reporters & correspondents","273020","Male","1",38462,1879.64,68853.5,2866.93
2014,"United States","01000US","News analysts, reporters & correspondents","273020","Female","2",31912,1775.5,61689.6,3570.4
2014,"United States","01000US","Public relations specialists","273031","Male","1",45796,1974.95,98549.3,3130.65
2014,"United States","01000US","Public relations specialists","273031","Female","2",77479,2697.51,71064.0,2209.47
2014,"United States","01000US","Editors","273041","Male","1",68749,2309.72,69388.7,1764.65
2014,"United States","01000US","Editors","273041","Female","2",76639,2686.12,59122.2,1421.0
2014,"United States","01000US","Technical writers","273042","Male","1",23136,1222.51,75134.8,2521.11
2014,"United States","01000US","Technical writers","273042","Female","2",30308,1574.5,68123.6,2263.02
2014,"United States","01000US","Writers & authors","273043","Male","1",63048,2127.68,81739.0,3029.02
2014,"United States","01000US","Writers & authors","273043","Female","2",82061,2424.0,62995.4,2417.94
2014,"United States","01000US","Miscellaneous media & communication workers","273090","Male","1",26299,1366.69,50813.8,2620.32
2014,"United States","01000US","Miscellaneous media & communication workers","273090","Female","2",53449,2006.17,42975.9,1955.61
2014,"United States","01000US","Photographers","274021","Male","1",53281,2511.43,53045.3,2756.38
2014,"United States","01000US","Photographers","274021","Female","2",45652,2028.28,37202.7,2027.26
2014,"United States","01000US","Television, video, & motion picture camera operators & editors","274030","Male","1",33455,1647.18,68827.7,4132.67
2014,"United States","01000US","Television, video, & motion picture camera operators & editors","274030","Female","2",6485,802.479,49707.6,5193.95
2014,"United States","01000US","Chiropractors","291011","Male","1",28238,1609.08,98013.9,6466.16
2014,"United States","01000US","Chiropractors","291011","Female","2",11082,1080.46,73570.4,10148.8
2014,"United States","01000US","Dentists","291020","Male","1",93237,3087.96,185337.0,4655.21
2014,"United States","01000US","Dentists","291020","Female","2",38212,1884.99,129122.0,6062.39
2014,"United States","01000US","Dietitians & nutritionists","291031","Male","1",9127,792.243,61812.3,6699.07
2014,"United States","01000US","Dietitians & nutritionists","291031","Female","2",74705,2631.19,50815.2,1298.55
2014,"United States","01000US","Optometrists","291041","Male","1",16880,1048.13,127944.0,6145.82
2014,"United States","01000US","Optometrists","291041","Female","2",12689,897.805,93178.8,4505.25
2014,"United States","01000US","Pharmacists","291051","Male","1",123246,3086.97,121292.0,1948.1
2014,"United States","01000US","Pharmacists","291051","Female","2",149985,3482.35,105491.0,901.317
2014,"United States","01000US","Physicians & surgeons","291060","Male","1",536504,8252.24,234367.0,2154.74
2014,"United States","01000US","Physicians & surgeons","291060","Female","2",294232,5422.59,160876.0,2410.6
2014,"United States","01000US","Physician assistants","291071","Male","1",36556,1900.1,102298.0,3156.47
2014,"United States","01000US","Physician assistants","291071","Female","2",79139,2554.52,73225.3,1639.72
2014,"United States","01000US","Podiatrists","291081","Male","1",5192,586.13,152049.0,18089.4
2014,"United States","01000US","Podiatrists","291081","Female","2",1833,445.144,91917.5,10978.2
2014,"United States","01000US","Occupational therapists","291122","Male","1",9307,792.401,76046.6,3447.84
2014,"United States","01000US","Occupational therapists","291122","Female","2",82737,2575.88,66272.0,1118.8
2014,"United States","01000US","Physical therapists","291123","Male","1",61352,2128.58,88514.1,2680.78
2014,"United States","01000US","Physical therapists","291123","Female","2",140737,3556.12,68052.1,1001.29
2014,"United States","01000US","Radiation therapists","291124","Male","1",4462,510.329,91171.4,4906.23
2014,"United States","01000US","Radiation therapists","291124","Female","2",10079,836.348,76479.7,2511.44
2014,"United States","01000US","Recreational therapists","291125","Male","1",3106,485.81,45789.1,4469.51
2014,"United States","01000US","Recreational therapists","291125","Female","2",8305,860.158,41283.2,1965.98
2014,"United States","01000US","Respiratory therapists","291126","Male","1",37357,1677.02,70126.1,2946.18
2014,"United States","01000US","Respiratory therapists","291126","Female","2",69025,2477.98,54217.2,801.182
2014,"United States","01000US","Speechlanguage pathologists","291127","Male","1",5169,718.358,68571.5,4351.42
2014,"United States","01000US","Speechlanguage pathologists","291127","Female","2",120739,3352.59,63325.7,971.878
2014,"United States","01000US","Veterinarians","291131","Male","1",28631,1508.31,118563.0,4235.71
2014,"United States","01000US","Veterinarians","291131","Female","2",38459,1668.21,83285.3,2133.58
2014,"United States","01000US","Registered nurses","291141","Male","1",270615,5256.14,74577.2,1001.76
2014,"United States","01000US","Registered nurses","291141","Female","2",2561949,15312.7,65520.3,186.926
2014,"United States","01000US","Nurse anesthetists","291151","Male","1",10488,904.348,179719.0,7376.17
2014,"United States","01000US","Nurse anesthetists","291151","Female","2",15528,1191.34,143780.0,5944.95
2014,"United States","01000US","Audiologists","291181","Male","1",2799,464.236,88720.9,9962.8
2014,"United States","01000US","Audiologists","291181","Female","2",11962,904.634,74422.5,4502.64
2014,"United States","01000US","Health diagnosing & treating practitioners, all other","291199","Male","1",4153,545.577,73806.9,9081.57
2014,"United States","01000US","Health diagnosing & treating practitioners, all other","291199","Female","2",7797,982.695,53031.5,4636.51
2014,"United States","01000US","Clinical laboratory technologists & technicians","292010","Male","1",89272,2682.23,54996.3,1410.32
2014,"United States","01000US","Clinical laboratory technologists & technicians","292010","Female","2",246469,4181.9,48501.0,569.486
2014,"United States","01000US","Dental hygienists","292021","Male","1",4821,639.63,79918.4,14962.4
2014,"United States","01000US","Dental hygienists","292021","Female","2",154724,3314.18,54977.3,829.503
2014,"United States","01000US","Diagnostic related technologists & technicians","292030","Male","1",91843,2791.04,66396.8,1435.48
2014,"United States","01000US","Diagnostic related technologists & technicians","292030","Female","2",228361,4614.83,55526.2,589.451
2014,"United States","01000US","Emergency medical technicians & paramedics","292041","Male","1",135819,3207.83,49456.1,1001.94
2014,"United States","01000US","Emergency medical technicians & paramedics","292041","Female","2",58171,2562.27,40712.2,1201.02
2014,"United States","01000US","Health practitioner support technologists & technicians","292050","Male","1",121352,3417.37,54166.0,1874.99
2014,"United States","01000US","Health practitioner support technologists & technicians","292050","Female","2",432230,5731.81,35451.2,514.014
2014,"United States","01000US","Licensed practical & licensed vocational nurses","292061","Male","1",64588,2372.29,47689.5,1694.7
2014,"United States","01000US","Licensed practical & licensed vocational nurses","292061","Female","2",622743,6956.75,41162.9,273.726
2014,"United States","01000US","Medical records & health information technicians","292071","Male","1",14425,1153.64,44427.5,2810.26
2014,"United States","01000US","Medical records & health information technicians","292071","Female","2",109099,3010.75,37043.0,748.143
2014,"United States","01000US","Opticians, dispensing","292081","Male","1",14194,974.566,51129.4,2889.21
2014,"United States","01000US","Opticians, dispensing","292081","Female","2",38089,1985.45,36827.6,1132.76
2014,"United States","01000US","Miscellaneous health technologists & technicians","292090","Male","1",43666,2005.89,65762.7,3482.07
2014,"United States","01000US","Miscellaneous health technologists & technicians","292090","Female","2",78065,2459.01,44820.5,1636.52
2014,"United States","01000US","Other healthcare practitioners & technical Occupations","299000","Male","1",51325,1957.82,70339.3,2474.83
2014,"United States","01000US","Other healthcare practitioners & technical Occupations","299000","Female","2",38794,1857.54,53630.4,1795.94
2014,"United States","01000US","Nursing, psychiatric, & home health aides","311010","Male","1",291976,6222.77,37503.5,689.794
2014,"United States","01000US","Nursing, psychiatric, & home health aides","311010","Female","2",1910163,13627.9,27550.6,166.701
2014,"United States","01000US","Occupational therapy assistants & aides","312010","Male","1",2133,487.1,49241.3,4698.01
2014,"United States","01000US","Occupational therapy assistants & aides","312010","Female","2",13877,987.716,45886.2,1480.9
2014,"United States","01000US","Physical therapist assistants & aides","312020","Male","1",20504,1180.01,43729.8,1821.57
2014,"United States","01000US","Physical therapist assistants & aides","312020","Female","2",52326,2201.39,41107.3,986.56
2014,"United States","01000US","Massage therapists","319011","Male","1",21657,1343.92,33959.6,2289.82
2014,"United States","01000US","Massage therapists","319011","Female","2",86715,2713.06,29271.5,1075.53
2014,"United States","01000US","Dental assistants","319091","Male","1",13545,1054.97,37519.7,3020.1
2014,"United States","01000US","Dental assistants","319091","Female","2",266695,5084.56,31293.7,373.218
2014,"United States","01000US","Medical assistants","319092","Male","1",33406,2434.45,38099.5,1380.14
2014,"United States","01000US","Medical assistants","319092","Female","2",416044,6989.9,29616.6,278.58
2014,"United States","01000US","Medical transcriptionists","319094","Male","1",1746,375.824,36053.5,5259.81
2014,"United States","01000US","Medical transcriptionists","319094","Female","2",45993,2065.85,33537.6,750.688
2014,"United States","01000US","Pharmacy aides","319095","Male","1",9826,888.155,51817.4,4823.62
2014,"United States","01000US","Pharmacy aides","319095","Female","2",31589,1604.89,33073.6,2303.97
2014,"United States","01000US","Veterinary assistants & laboratory animal caretakers","319096","Male","1",7332,897.44,33368.7,3059.72
2014,"United States","01000US","Veterinary assistants & laboratory animal caretakers","319096","Female","2",34736,1750.53,25596.8,972.812
2014,"United States","01000US","Phlebotomists","319097","Male","1",14413,1031.64,34608.3,1730.63
